year,PdDistrict,Category,Descript,incident_count
2003,PARK,"VEHICLE THEFT","STOLEN AND RECOVERED VEHICLE",34
2003,PARK,"VEHICLE THEFT","STOLEN AUTOMOBILE",397
2003,PARK,"VEHICLE THEFT","STOLEN MISCELLANEOUS VEHICLE",1
2003,PARK,"VEHICLE THEFT","STOLEN MOTORCYCLE",55
2003,PARK,"VEHICLE THEFT","STOLEN TRAILER",1
2003,PARK,"VEHICLE THEFT","STOLEN TRUCK",123
2003,PARK,"VEHICLE THEFT","TAMPERING WITH A VEHICLE",12
2003,PARK,"VEHICLE THEFT","VEHICLE, RECOVERED, AUTO",385
2003,PARK,"VEHICLE THEFT","VEHICLE, RECOVERED, CAMPER-HOUSE CAR-MOTOR HOME",3
2003,PARK,"VEHICLE THEFT","VEHICLE, RECOVERED, MOTORCYCLE",37
2003,PARK,"VEHICLE THEFT","VEHICLE, RECOVERED, OTHER VEHICLE",111
2003,PARK,WARRANTS,"ENROUTE TO ADULT AUTHORITY",12
2003,PARK,WARRANTS,"ENROUTE TO DEPARTMENT OF CORRECTIONS",13
2003,PARK,WARRANTS,"ENROUTE TO OUTSIDE JURISDICTION",118
2003,PARK,WARRANTS,"ENROUTE TO PAROLE OFFICER",3
2003,PARK,WARRANTS,"ENROUTE TO PROBATION OFFICER",1
2003,PARK,WARRANTS,"ENROUTE TO U.S. MARSHALL",1
2003,PARK,WARRANTS,"WARRANT ARREST",248
2003,PARK,"WEAPON LAWS","CARRYING A CONCEALED WEAPON",6
2003,PARK,"WEAPON LAWS","CARRYING OF CONCEALED WEAPON BY CONVICTED FELON",1
2003,PARK,"WEAPON LAWS","DESTRUCTION OF PROPERTY WITH EXPLOSIVES",1
2003,PARK,"WEAPON LAWS","DISCHARGE FIREARM AT AN INHABITED DWELLING",1
2003,PARK,"WEAPON LAWS","DISCHARGE FIREARM WITHIN CITY LIMITS",1
2003,PARK,"WEAPON LAWS","EXHIBITING DEADLY WEAPON IN A THREATING MANNER",14
2003,PARK,"WEAPON LAWS","LOCATED EXPLOSIVE DEVICE",1
2003,PARK,"WEAPON LAWS","LOITERING WHILE CARRYING CONCEALED WEAPON",16
2003,PARK,"WEAPON LAWS","POSS OF DEADLY WEAPON WITH INTENT TO ASSAULT",8
2003,PARK,"WEAPON LAWS","POSS OF FIREARM BY CONVICTED FELON/ADDICT/ALIEN",2
2003,PARK,"WEAPON LAWS","POSS OF LOADED FIREARM",11
2003,PARK,"WEAPON LAWS","POSS OF PROHIBITED WEAPON",7
2003,PARK,"WEAPON LAWS","POSS OF TEAR GAS WEAPON",1
2003,PARK,"WEAPON LAWS","POSSESSION OF AIR GUN",1
2003,PARK,"WEAPON LAWS","POSSESSION OF EXPLOSIVE DEVICE",1
2003,RICHMOND,ARSON,ARSON,6
2003,RICHMOND,ARSON,"ARSON OF A COMMERCIAL BUILDING",2
2003,RICHMOND,ARSON,"ARSON OF A VACANT BUILDING",1
2003,RICHMOND,ARSON,"ARSON OF A VEHICLE",6
2003,RICHMOND,ARSON,"ARSON OF AN INHABITED DWELLING",5
2003,RICHMOND,ARSON,"ATTEMPTED ARSON",1
2003,RICHMOND,ASSAULT,"AGGRAVATED ASSAULT ON POLICE OFFICER WITH A KNIFE",1
2003,RICHMOND,ASSAULT,"AGGRAVATED ASSAULT WITH A DEADLY WEAPON",50
2003,RICHMOND,ASSAULT,"AGGRAVATED ASSAULT WITH A GUN",3
2003,RICHMOND,ASSAULT,"AGGRAVATED ASSAULT WITH A KNIFE",7
2003,RICHMOND,ASSAULT,"AGGRAVATED ASSAULT WITH BODILY FORCE",32
2003,RICHMOND,ASSAULT,ASSAULT,6
2003,RICHMOND,ASSAULT,"ASSAULT ON A POLICE OFFICER WITH A DEADLY WEAPON",3
2003,RICHMOND,ASSAULT,"ASSAULT WITH CAUSTIC CHEMICALS",2
2003,RICHMOND,ASSAULT,"ATTEMPTED HOMICIDE WITH A DANGEROUS WEAPON",1
2003,RICHMOND,ASSAULT,"ATTEMPTED HOMICIDE WITH A GUN",1
2003,RICHMOND,ASSAULT,"ATTEMPTED HOMICIDE WITH A KNIFE",2
2003,RICHMOND,ASSAULT,"ATTEMPTED HOMICIDE WITH BODILY FORCE",1
2003,RICHMOND,ASSAULT,"ATTEMPTED SIMPLE ASSAULT",2
2003,RICHMOND,ASSAULT,BATTERY,257
2003,RICHMOND,ASSAULT,"BATTERY OF A POLICE OFFICER",4
2003,RICHMOND,ASSAULT,"CHILD ABUSE (PHYSICAL)",9
2003,RICHMOND,ASSAULT,"INFLICT INJURY ON COHABITEE",77
2003,RICHMOND,ASSAULT,"MAYHEM WITH A KNIFE",1
2003,RICHMOND,ASSAULT,"MAYHEM WITH BODILY FORCE",1
2003,RICHMOND,ASSAULT,STALKING,10
2003,RICHMOND,ASSAULT,"THREATENING PHONE CALL(S)",11
2003,RICHMOND,ASSAULT,"THREATS AGAINST LIFE",155
2003,RICHMOND,ASSAULT,"THREATS TO SCHOOL TEACHERS",8
2003,RICHMOND,ASSAULT,"UNLAWFUL DISSUADING/THREATENING OF A WITNESS",1
2003,RICHMOND,ASSAULT,"WILLFUL CRUELTY TO CHILD",1
2003,RICHMOND,"BAD CHECKS","CHECKS, NON-SUFFICIENT FUNDS (FELONY)",4
2003,RICHMOND,"BAD CHECKS","CHECKS, NON-SUFFICIENT FUNDS (MISDEMEANOR)",4
2003,RICHMOND,BURGLARY,"BURGLARY OF APARTMENT HOUSE, ATT FORCIBLE ENTRY",11
2003,RICHMOND,BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",34
2003,RICHMOND,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",69
2003,RICHMOND,BURGLARY,"BURGLARY OF FLAT, ATTEMPTED FORCIBLE ENTRY",7
2003,RICHMOND,BURGLARY,"BURGLARY OF FLAT, FORCIBLE ENTRY",13
2003,RICHMOND,BURGLARY,"BURGLARY OF FLAT, UNLAWFUL ENTRY",21
2003,RICHMOND,BURGLARY,"BURGLARY OF RESIDENCE, ATTEMPTED FORCIBLE ENTRY",2
2003,RICHMOND,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",26
2003,RICHMOND,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",44
2003,RICHMOND,BURGLARY,"BURGLARY OF STORE, ATTEMPTED FORCIBLE ENTRY",1
2003,RICHMOND,BURGLARY,"BURGLARY OF STORE, FORCIBLE ENTRY",23
2003,RICHMOND,BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",13
2003,RICHMOND,BURGLARY,"BURGLARY OF WAREHOUSE, FORCIBLE ENTRY",1
2003,RICHMOND,BURGLARY,"BURGLARY, ATTEMPTED FORCIBLE ENTRY",4
2003,RICHMOND,BURGLARY,"BURGLARY, FORCIBLE ENTRY",31
2003,RICHMOND,BURGLARY,"BURGLARY, HOT PROWL, ATTEMPTED FORCIBLE ENTRY",4
2003,RICHMOND,BURGLARY,"BURGLARY, HOT PROWL, FORCIBLE ENTRY",10
2003,RICHMOND,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",25
2003,RICHMOND,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",41
2003,RICHMOND,BURGLARY,"BURGLARY,APT UNDER CONSTRUCTION, FORCIBLE ENTRY",1
2003,RICHMOND,BURGLARY,"BURGLARY,APT UNDER CONSTRUCTION, UNLAWFUL ENTRY",2
2003,RICHMOND,BURGLARY,"BURGLARY,BLDG. UNDER CONSTRUCTION, FORCIBLE ENTRY",4
2003,RICHMOND,BURGLARY,"BURGLARY,BLDG. UNDER CONSTRUCTION, UNLAWFUL ENTRY",1
2003,RICHMOND,BURGLARY,"BURGLARY,FLAT UNDER CONSTRUCTION, FORCIBLE ENTRY",6
2003,RICHMOND,BURGLARY,"BURGLARY,FLAT UNDER CONSTRUCTION, UNLAWFUL ENTRY",6
2003,RICHMOND,BURGLARY,"BURGLARY,RESIDENCE UNDER CONSTRT, ATT. FORCIBLE",1
2003,RICHMOND,BURGLARY,"BURGLARY,RESIDENCE UNDER CONSTRT, FORCIBLE ENTRY",11
2003,RICHMOND,BURGLARY,"BURGLARY,RESIDENCE UNDER CONSTRT, UNLAWFUL ENTRY",10
2003,RICHMOND,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, ATT. FORCIBLE",1
2003,RICHMOND,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",18
2003,RICHMOND,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, UNLAWFUL ENTRY",12
2003,RICHMOND,BURGLARY,"SAFE BURGLARY",1
2003,RICHMOND,BURGLARY,"SAFE BURGLARY OF A STORE",3
2003,RICHMOND,BURGLARY,"SAFE BURGLARY WITH EXPLOSIVES",1
2003,RICHMOND,"DISORDERLY CONDUCT","COMMITTING PUBLIC NUISANCE",2
2003,RICHMOND,"DISORDERLY CONDUCT","DISTURBING THE PEACE",15
2003,RICHMOND,"DISORDERLY CONDUCT","DISTURBING THE PEACE, COMMOTION",3
2003,RICHMOND,"DISORDERLY CONDUCT","DISTURBING THE PEACE, FIGHTING",4
2003,RICHMOND,"DISORDERLY CONDUCT","DISTURBING THE PEACE, SWEARING",1
2003,RICHMOND,"DISORDERLY CONDUCT","MAINTAINING A PUBLIC NUISANCE AFTER NOTIFICATION",1
2003,RICHMOND,"DRIVING UNDER THE INFLUENCE","DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL",30
2003,RICHMOND,DRUG/NARCOTIC,"FORGE OR ALTER PRESCRIPTION",3
2003,RICHMOND,DRUG/NARCOTIC,"MAINTAINING PREMISE WHERE NARCOTICS ARE SOLD/USED",2
2003,RICHMOND,DRUG/NARCOTIC,"POSSESSION OF AMPHETAMINE",3
2003,RICHMOND,DRUG/NARCOTIC,"POSSESSION OF AMPHETAMINE FOR SALES",6
2003,RICHMOND,DRUG/NARCOTIC,"POSSESSION OF BASE/ROCK COCAINE",9
2003,RICHMOND,DRUG/NARCOTIC,"POSSESSION OF BASE/ROCK COCAINE FOR SALE",5
2003,RICHMOND,DRUG/NARCOTIC,"POSSESSION OF COCAINE",9
2003,RICHMOND,DRUG/NARCOTIC,"POSSESSION OF COCAINE FOR SALES",2
2003,RICHMOND,DRUG/NARCOTIC,"POSSESSION OF CONTROLLED SUBSTANCE",7
2003,RICHMOND,DRUG/NARCOTIC,"POSSESSION OF CONTROLLED SUBSTANCE FOR SALE",1
2003,RICHMOND,DRUG/NARCOTIC,"POSSESSION OF HEROIN",3
2003,RICHMOND,DRUG/NARCOTIC,"POSSESSION OF MARIJUANA",29
2003,RICHMOND,DRUG/NARCOTIC,"POSSESSION OF MARIJUANA FOR SALES",8
2003,RICHMOND,DRUG/NARCOTIC,"POSSESSION OF METH-AMPHETAMINE",18
2003,RICHMOND,DRUG/NARCOTIC,"POSSESSION OF METH-AMPHETAMINE FOR SALE",1
2003,RICHMOND,DRUG/NARCOTIC,"POSSESSION OF NARCOTICS PARAPHERNALIA",24
2003,RICHMOND,DRUG/NARCOTIC,"SALE OF BASE/ROCK COCAINE",3
2003,RICHMOND,DRUG/NARCOTIC,"SALE OF COCAINE",2
2003,RICHMOND,DRUG/NARCOTIC,"SALE OF HEROIN",1
2003,RICHMOND,DRUG/NARCOTIC,"SALE OF MARIJUANA",5
2003,RICHMOND,DRUG/NARCOTIC,"TRANSPORTAION OF CONTROLLED SUBSTANCE",2
2003,RICHMOND,DRUG/NARCOTIC,"TRANSPORTATION OF MARIJUANA",1
2003,RICHMOND,DRUG/NARCOTIC,"UNDER INFLUENCE OF DRUGS IN A PUBLIC PLACE",2
2003,RICHMOND,DRUNKENNESS,"UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE",25
2003,RICHMOND,EMBEZZLEMENT,"EMBEZZLED VEHICLE",1
2003,RICHMOND,EMBEZZLEMENT,"EMBEZZLEMENT, GRAND THEFT",2
2003,RICHMOND,EMBEZZLEMENT,"EMBEZZLEMENT, GRAND THEFT BY EMPLOYEE",4
2003,RICHMOND,EMBEZZLEMENT,"EMBEZZLEMENT, GRAND THEFT PUBLIC/PRIVATE OFFICIAL",2
2003,RICHMOND,EXTORTION,"ATTEMPTED EXTORTION",4
2003,RICHMOND,EXTORTION,EXTORTION,3
2003,RICHMOND,"FAMILY OFFENSES","ABANDONMENT OF CHILD",3
2003,RICHMOND,"FAMILY OFFENSES","DESERTION OF CHILD",6
2003,RICHMOND,"FAMILY OFFENSES","MINOR WITHOUT PROPER PARENTAL CARE",1
2003,RICHMOND,FORGERY/COUNTERFEITING,"CHECKS, FORGERY (FELONY)",53
2003,RICHMOND,FORGERY/COUNTERFEITING,"CHECKS, MAKE OR PASS FICTITIOUS",33
2003,RICHMOND,FORGERY/COUNTERFEITING,"CHECKS, POSSESSION WITH INTENT TO PASS",6
2003,RICHMOND,FORGERY/COUNTERFEITING,"COUNTERFEITING, COINS OR NOTES",8
2003,RICHMOND,FORGERY/COUNTERFEITING,"COUNTERFEITING, POSSESSION COINS OR NOTES",3
2003,RICHMOND,FORGERY/COUNTERFEITING,"FORGERY, DRIVERS LICENSE OR ID-CARD",11
2003,RICHMOND,FORGERY/COUNTERFEITING,"FORGERY, FALSE ENTRIES IN RECORDS OR RETURNS",3
2003,RICHMOND,FORGERY/COUNTERFEITING,"FORGERY, GOVERNMENT OR CORPORATE SEALS",1
2003,RICHMOND,FORGERY/COUNTERFEITING,"FORGERY, NOTES",9
2003,RICHMOND,FORGERY/COUNTERFEITING,"FORGERY, POSSESSION DRIVERS LICENSE OR ID-CARD",1
2003,RICHMOND,FORGERY/COUNTERFEITING,"MONEY, CHANGING FACE AMOUNT",7
2003,RICHMOND,FRAUD,"CREDIT CARD, THEFT BY USE OF",93
2003,RICHMOND,FRAUD,"CREDIT CARD, THEFT OF",9
2003,RICHMOND,FRAUD,"DEFRAUDING AN INNKEEPER",9
2003,RICHMOND,FRAUD,"FALSE ID TO PEACE OFFICER",6
2003,RICHMOND,FRAUD,"FALSE PRETENSES, GRAND THEFT",15
2003,RICHMOND,FRAUD,"FALSE PRETENSES, PETTY THEFT",6
2003,RICHMOND,FRAUD,"FORGERY, CREDIT CARD",23
2003,RICHMOND,FRAUD,"FRAUDULENT CREDIT APPLICATION",49
2003,RICHMOND,FRAUD,"FRAUDULENT USE OF AUTOMATED TELLER CARD",3
2003,RICHMOND,FRAUD,"TRICK AND DEVICE, GRAND THEFT",3
2003,RICHMOND,FRAUD,"TRICK AND DEVICE, PETTY THEFT",5
2003,RICHMOND,GAMBLING,GAMBLING,2
2003,RICHMOND,GAMBLING,"POSSESSION OF GAMBLING DEVICES",1
2003,RICHMOND,KIDNAPPING,"CHILD STEALING",1
2003,RICHMOND,KIDNAPPING,"FALSE IMPRISONMENT",9
2003,RICHMOND,KIDNAPPING,"KIDNAPPING, ADULT VICTIM",4
2003,RICHMOND,KIDNAPPING,"KIDNAPPING, JUVENILE VICTIM",3
2003,RICHMOND,LARCENY/THEFT,"ATTEMPTED GRAND THEFT PICKPOCKET",1
2003,RICHMOND,LARCENY/THEFT,"ATTEMPTED PETTY THEFT OF PROPERTY",4
2003,RICHMOND,LARCENY/THEFT,"ATTEMPTED SHOPLIFTING",3
2003,RICHMOND,LARCENY/THEFT,"ATTEMPTED THEFT FROM A BUILDING",3
2003,RICHMOND,LARCENY/THEFT,"ATTEMPTED THEFT FROM LOCKED VEHICLE",53
2003,RICHMOND,LARCENY/THEFT,"ATTEMPTED THEFT FROM UNLOCKED VEHICLE",2
2003,RICHMOND,LARCENY/THEFT,"GRAND THEFT AUTO STRIP",25
2003,RICHMOND,LARCENY/THEFT,"GRAND THEFT BICYCLE",46
2003,RICHMOND,LARCENY/THEFT,"GRAND THEFT COIN OPERATED MACHINE",2
2003,RICHMOND,LARCENY/THEFT,"GRAND THEFT FROM A BUILDING",110
2003,RICHMOND,LARCENY/THEFT,"GRAND THEFT FROM LOCKED AUTO",357
2003,RICHMOND,LARCENY/THEFT,"GRAND THEFT FROM PERSON",36
2003,RICHMOND,LARCENY/THEFT,"GRAND THEFT FROM UNLOCKED AUTO",18
2003,RICHMOND,LARCENY/THEFT,"GRAND THEFT MOTORCYCLE STRIP",1
2003,RICHMOND,LARCENY/THEFT,"GRAND THEFT OF PROPERTY",51
2003,RICHMOND,LARCENY/THEFT,"GRAND THEFT PHONE BOOTH",1
2003,RICHMOND,LARCENY/THEFT,"GRAND THEFT PICKPOCKET",45
2003,RICHMOND,LARCENY/THEFT,"GRAND THEFT PURSESNATCH",7
2003,RICHMOND,LARCENY/THEFT,"GRAND THEFT SHOPLIFTING",8
2003,RICHMOND,LARCENY/THEFT,"LOST PROPERTY, GRAND THEFT",15
2003,RICHMOND,LARCENY/THEFT,"LOST PROPERTY, PETTY THEFT",19
2003,RICHMOND,LARCENY/THEFT,"PETTY THEFT AUTO STRIP",17
2003,RICHMOND,LARCENY/THEFT,"PETTY THEFT BICYCLE",7
2003,RICHMOND,LARCENY/THEFT,"PETTY THEFT FROM A BUILDING",104
2003,RICHMOND,LARCENY/THEFT,"PETTY THEFT FROM LOCKED AUTO",330
2003,RICHMOND,LARCENY/THEFT,"PETTY THEFT FROM UNLOCKED AUTO",48
2003,RICHMOND,LARCENY/THEFT,"PETTY THEFT OF PROPERTY",71
2003,RICHMOND,LARCENY/THEFT,"PETTY THEFT SHOPLIFTING",84
2003,RICHMOND,LARCENY/THEFT,"PETTY THEFT WITH PRIOR",29
2003,RICHMOND,"LIQUOR LAWS","CONSUMING ALCOHOL IN PUBLIC VIEW",1
2003,RICHMOND,"LIQUOR LAWS","MINOR ON ON-SALE LICENSED PREMISE",2
2003,RICHMOND,"LIQUOR LAWS","MISCELLANEOUS LIQOUR LAW VIOLATION",7
2003,RICHMOND,"LIQUOR LAWS","POSSESSION OF ALCOHOL BY MINOR",2
2003,RICHMOND,"LIQUOR LAWS","SALE OF ALCOHOL AFTER HOURS",2
2003,RICHMOND,"LIQUOR LAWS","SALE OF ALCOHOL TO MINOR",4
2003,RICHMOND,"LIQUOR LAWS","SALE OF ALCOHOL TO MINOR IN BAR",1
2003,RICHMOND,LOITERING,LOITERING,2
2003,RICHMOND,LOITERING,"LOITERING ABOUT SCHOOL/PLAYGROUND",1
2003,RICHMOND,"MISSING PERSON","FOUND PERSON",51
2003,RICHMOND,"MISSING PERSON","MISSING ADULT",74
2003,RICHMOND,"MISSING PERSON","MISSING JUVENILE",48
2003,RICHMOND,NON-CRIMINAL,"AIDED CASE",50
2003,RICHMOND,NON-CRIMINAL,"AIDED CASE, DOG BITE",19
2003,RICHMOND,NON-CRIMINAL,"AIDED CASE, INJURED PERSON",34
2003,RICHMOND,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",151
2003,RICHMOND,NON-CRIMINAL,"AIDED CASE, SICK PERSON",4
2003,RICHMOND,NON-CRIMINAL,"COURTESY REPORT",7
2003,RICHMOND,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",46
2003,RICHMOND,NON-CRIMINAL,"DEATH REPORT, NATURAL CAUSES",23
2003,RICHMOND,NON-CRIMINAL,"FIRE REPORT",9
2003,RICHMOND,NON-CRIMINAL,"FOUND PROPERTY",145
2003,RICHMOND,NON-CRIMINAL,"IMPOUNDED VEHICLE",5
2003,RICHMOND,NON-CRIMINAL,"LOCATED PROPERTY",24
2003,RICHMOND,NON-CRIMINAL,"LOST PROPERTY",336
2003,RICHMOND,NON-CRIMINAL,"MISPLACED VEHICLE",5
2003,RICHMOND,NON-CRIMINAL,"PROPERTY FOR IDENTIFICATION",15
2003,RICHMOND,NON-CRIMINAL,SHELTER,8
2003,RICHMOND,NON-CRIMINAL,"TARASOFF REPORT",2
2003,RICHMOND,NON-CRIMINAL,"TRAFFIC ACCIDENT",6
2003,RICHMOND,NON-CRIMINAL,"TURNED IN GUN",5
2003,RICHMOND,"OTHER OFFENSES","ADVERTISING DISTRIBUTORS PERMIT VIOLATION",2
2003,RICHMOND,"OTHER OFFENSES","BEYOND PARENTAL CONTROL",5
2003,RICHMOND,"OTHER OFFENSES",CONSPIRACY,9
2003,RICHMOND,"OTHER OFFENSES","CONTRIBUTING TO THE DELINQUENCY OF MINOR",2
2003,RICHMOND,"OTHER OFFENSES","DANGER OF LEADING IMMORAL LIFE",1
2003,RICHMOND,"OTHER OFFENSES","DEFRAUDING TAXI DRIVER",3
2003,RICHMOND,"OTHER OFFENSES","DISRUPTS SCHOOL ACTIVITIES",5
2003,RICHMOND,"OTHER OFFENSES","DRIVERS LICENSE, SUSPENDED OR REVOKED",140
2003,RICHMOND,"OTHER OFFENSES","DUMPING OF OFFENSIVE MATTER",2
2003,RICHMOND,"OTHER OFFENSES","FAILURE TO REGISTER AS SEX OFFENDER",6
2003,RICHMOND,"OTHER OFFENSES","FALSE EVIDENCE OF VEHICLE REGISTRATION",16
2003,RICHMOND,"OTHER OFFENSES","FALSE REPORT OF BOMB",6
2003,RICHMOND,"OTHER OFFENSES","FALSE REPORT OF CRIME",2
2003,RICHMOND,"OTHER OFFENSES","HARASSING PHONE CALLS",42
2003,RICHMOND,"OTHER OFFENSES","INDECENT EXPOSURE",15
2003,RICHMOND,"OTHER OFFENSES","INJURY TO TELEGRAPH/TELEPHONE LINES",2
2003,RICHMOND,"OTHER OFFENSES","LOST/STOLEN LICENSE PLATE",98
2003,RICHMOND,"OTHER OFFENSES","MISCELLANEOUS INVESTIGATION",50
2003,RICHMOND,"OTHER OFFENSES","MISCELLANEOUS STATE FELONY",3
2003,RICHMOND,"OTHER OFFENSES","MISCELLANEOUS STATE MISDEMEANOR",18
2003,RICHMOND,"OTHER OFFENSES","OBSCENE PHONE CALLS(S)",61
2003,RICHMOND,"OTHER OFFENSES","OBSTRUCTIONS ON STREETS/SIDEWALKS",2
2003,RICHMOND,"OTHER OFFENSES","OPERATING TAXI WITHOUT A PERMIT",1
2003,RICHMOND,"OTHER OFFENSES","PAROLE VIOLATION",15
2003,RICHMOND,"OTHER OFFENSES","PEDDLING WITHOUT A LICENSE",1
2003,RICHMOND,"OTHER OFFENSES","PEEPING TOM",1
2003,RICHMOND,"OTHER OFFENSES","POSSESSION OF ARTICLES WITH IDENTIFICATION REMOVE",1
2003,RICHMOND,"OTHER OFFENSES","POSSESSION OF BURGLARY TOOLS",14
2003,RICHMOND,"OTHER OFFENSES","POSSESSION OF FIRECRACKERS",1
2003,RICHMOND,"OTHER OFFENSES","PROBATION VIOLATION",10
2003,RICHMOND,"OTHER OFFENSES","RECKLESS DRIVING",5
2003,RICHMOND,"OTHER OFFENSES","RESISTING ARREST",37
2003,RICHMOND,"OTHER OFFENSES",SPEEDING,2
2003,RICHMOND,"OTHER OFFENSES","TRAFFIC VIOLATION",99
2003,RICHMOND,"OTHER OFFENSES","TRAFFIC VIOLATION ARREST",8
2003,RICHMOND,"OTHER OFFENSES","VIOLATION OF MUNICIPAL CODE",23
2003,RICHMOND,"OTHER OFFENSES","VIOLATION OF MUNICIPAL POLICE CODE",18
2003,RICHMOND,"OTHER OFFENSES","VIOLATION OF PARK CODE",7
2003,RICHMOND,"OTHER OFFENSES","VIOLATION OF RESTRAINING ORDER",74
2003,RICHMOND,PROSTITUTION,"ENGAGING IN LEWD CONDUCT - PROSTITUTION RELATED",1
2003,RICHMOND,PROSTITUTION,"INMATE/KEEPER OF HOUSE OF PROSTITUTION",1
2003,RICHMOND,PROSTITUTION,PANDERING,2
2003,RICHMOND,PROSTITUTION,PIMPING,1
2003,RICHMOND,PROSTITUTION,"SOLICITS FOR ACT OF PROSTITUTION",9
2003,RICHMOND,PROSTITUTION,"SOLICITS TO VISIT HOUSE OF PROSTITUTION",1
2003,RICHMOND,ROBBERY,"ATTEMPTED ROBBERY COMM. ESTAB. WITH BODILY FORCE",2
2003,RICHMOND,ROBBERY,"ATTEMPTED ROBBERY ON THE STREET W/DEADLY WEAPON",4
2003,RICHMOND,ROBBERY,"ATTEMPTED ROBBERY ON THE STREET WITH A GUN",2
2003,RICHMOND,ROBBERY,"ATTEMPTED ROBBERY ON THE STREET WITH BODILY FORCE",9
2003,RICHMOND,ROBBERY,"ATTEMPTED ROBBERY WITH A DEADLY WEAPON",1
2003,RICHMOND,ROBBERY,"ATTEMPTED ROBBERY WITH BODILY FORCE",5
2003,RICHMOND,ROBBERY,"CARJACKING WITH A GUN",1
2003,RICHMOND,ROBBERY,"CARJACKING WITH BODILY FORCE",1
2003,RICHMOND,ROBBERY,"ROBBERY OF A BANK WITH A GUN",2
2003,RICHMOND,ROBBERY,"ROBBERY OF A BANK WITH BODILY FORCE",2
2003,RICHMOND,ROBBERY,"ROBBERY OF A CHAIN STORE WITH A DANGEROUS WEAPON",1
2003,RICHMOND,ROBBERY,"ROBBERY OF A CHAIN STORE WITH A KNIFE",1
2003,RICHMOND,ROBBERY,"ROBBERY OF A CHAIN STORE WITH BODILY FORCE",2
2003,RICHMOND,ROBBERY,"ROBBERY OF A COMMERCIAL ESTABLISHMENT W/ A KNIFE",3
2003,RICHMOND,ROBBERY,"ROBBERY OF A COMMERCIAL ESTABLISHMENT W/ WEAPON",1
2003,RICHMOND,ROBBERY,"ROBBERY OF A COMMERCIAL ESTABLISHMENT WITH A GUN",9
2003,RICHMOND,ROBBERY,"ROBBERY OF A COMMERCIAL ESTABLISHMENT, STRONGARM",6
2003,RICHMOND,ROBBERY,"ROBBERY OF A RESIDENCE WITH A DANGEROUS WEAPON",1
2003,RICHMOND,ROBBERY,"ROBBERY OF A RESIDENCE WITH A KNIFE",1
2003,RICHMOND,ROBBERY,"ROBBERY OF A RESIDENCE WITH BODILY FORCE",1
2003,RICHMOND,ROBBERY,"ROBBERY OF A SERVICE STATION W/DANGEROUS WEAPON",1
2003,RICHMOND,ROBBERY,"ROBBERY ON THE STREET WITH A DANGEROUS WEAPON",6
2003,RICHMOND,ROBBERY,"ROBBERY ON THE STREET WITH A GUN",8
2003,RICHMOND,ROBBERY,"ROBBERY ON THE STREET WITH A KNIFE",3
2003,RICHMOND,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",32
2003,RICHMOND,ROBBERY,"ROBBERY, ARMED WITH A DANGEROUS WEAPON",4
2003,RICHMOND,ROBBERY,"ROBBERY, ARMED WITH A GUN",5
2003,RICHMOND,ROBBERY,"ROBBERY, ARMED WITH A KNIFE",1
2003,RICHMOND,ROBBERY,"ROBBERY, BODILY FORCE",16
2003,RICHMOND,RUNAWAY,RUNAWAY,5
2003,RICHMOND,"SECONDARY CODES","ASSAULT BY JUVENILE SUSPECT",1
2003,RICHMOND,"SECONDARY CODES","DOMESTIC VIOLENCE",55
2003,RICHMOND,"SECONDARY CODES","PREJUDICE-BASED INCIDENT",11
2003,RICHMOND,"SEX OFFENSES, FORCIBLE","ANNOY OR MOLEST CHILDREN",1
2003,RICHMOND,"SEX OFFENSES, FORCIBLE","CHILD ABUSE SEXUAL",2
2003,RICHMOND,"SEX OFFENSES, FORCIBLE","FORCIBLE RAPE, ARMED WITH A SHARP INSTRUMENT",1
2003,RICHMOND,"SEX OFFENSES, FORCIBLE","FORCIBLE RAPE, BODILY FORCE",7
2003,RICHMOND,"SEX OFFENSES, FORCIBLE","ORAL COPULATION",3
2003,RICHMOND,"SEX OFFENSES, FORCIBLE","SEXUAL BATTERY",8
2003,RICHMOND,"SEX OFFENSES, NON FORCIBLE","UNLAWFUL SEXUAL INTERCOURSE",2
2003,RICHMOND,"STOLEN PROPERTY","RECEIVING STOLEN PROPERTY",27
2003,RICHMOND,SUICIDE,"ATTEMPTED SUICIDE",1
2003,RICHMOND,SUICIDE,"ATTEMPTED SUICIDE BY INGESTION",1
